,Source,7M_i0_n_BMAJ,7M_i0_n_BMIN,7M_i0_n_BPA,7M_i0_n_PEAK,7M_i0_n_RMSSTD,7M_i0_n_RMSMAD,7M_i0_n_SNRSTD,7M_i0_n_SNRMAD,7M_i1_n_BMAJ,7M_i1_n_BMIN,7M_i1_n_BPA,7M_i1_n_PEAK,7M_i1_n_RMSSTD,7M_i1_n_RMSMAD,7M_i1_n_SNRSTD,7M_i1_n_SNRMAD,7M_i1_y_BMAJ,7M_i1_y_BMIN,7M_i1_y_BPA,7M_i1_y_PEAK,7M_i1_y_RMSSTD,7M_i1_y_RMSMAD,7M_i1_y_SNRSTD,7M_i1_y_SNRMAD,7M_i2_n_BMAJ,7M_i2_n_BMIN,7M_i2_n_BPA,7M_i2_n_PEAK,7M_i2_n_RMSSTD,7M_i2_n_RMSMAD,7M_i2_n_SNRSTD,7M_i2_n_SNRMAD,7M_i2_y_BMAJ,7M_i2_y_BMIN,7M_i2_y_BPA,7M_i2_y_PEAK,7M_i2_y_RMSSTD,7M_i2_y_RMSMAD,7M_i2_y_SNRSTD,7M_i2_y_SNRMAD,7M_i3_n_BMAJ,7M_i3_n_BMIN,7M_i3_n_BPA,7M_i3_n_PEAK,7M_i3_n_RMSSTD,7M_i3_n_RMSMAD,7M_i3_n_SNRSTD,7M_i3_n_SNRMAD,7M_i3_y_BMAJ,7M_i3_y_BMIN,7M_i3_y_BPA,7M_i3_y_PEAK,7M_i3_y_RMSSTD,7M_i3_y_RMSMAD,7M_i3_y_SNRSTD,7M_i3_y_SNRMAD,7M_i4_n_BMAJ,7M_i4_n_BMIN,7M_i4_n_BPA,7M_i4_n_PEAK,7M_i4_n_RMSSTD,7M_i4_n_RMSMAD,7M_i4_n_SNRSTD,7M_i4_n_SNRMAD,7M_i4_y_BMAJ,7M_i4_y_BMIN,7M_i4_y_BPA,7M_i4_y_PEAK,7M_i4_y_RMSSTD,7M_i4_y_RMSMAD,7M_i4_y_SNRSTD,7M_i4_y_SNRMAD
505,717461,7.5755758285512,5.5354638099672,-85.40696716309,0.25542015,0.005204708,0.0033983956,49.07483,75.15904,7.5755758285512,7.5755758285512,-85.40696716309,0.2554225,0.0050573307,0.0034076825,50.505398,74.9549,7.575576305389201,7.575576305389201,-85.40696716309,0.2609274,0.004884518,0.0032121248,53.419273,81.232025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
506,718642,7.5287399292,5.6009488105764005,-85.9727935791,0.027713044,0.0018305739,0.0011990136,15.138992,23.113203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
507,718877,7.5161676406860005,5.5992531776436,-85.85047912598,0.056143895,0.002182138,0.0015301473,25.728848,36.691826,7.5161676406860005,7.5161676406860005,-85.85047912598,0.056073416,0.002273307,0.0015876286,24.666012,35.318974,7.5233292579648,7.5233292579648,-86.09895324707,0.058172278,0.0021949958,0.0016071165,26.502228,36.19668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
508,718926,7.5317225456232,5.5824937820424,-84.93821716309,0.08772671,0.002808711,0.0020383038,31.233797,43.039078,7.5317225456232,7.5317225456232,-84.93821716309,0.08692169,0.0032189111,0.002240147,27.003447,38.80178,7.5250344276432,7.5250344276432,-84.71162414551,0.08849699,0.0029571396,0.0020676542,29.926552,42.800674,7.5250344276432,7.5250344276432,-84.71162414551,0.08907338,0.002630773,0.0019198757,33.858253,46.39539,7.593433856964,7.593433856964,-80.76441192627,0.09113035,0.0027368143,0.002034234,33.297966,44.79836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
509,719097,7.4963989257804,5.6025605201724,-84.86109924316,0.0085732965,0.0013194459,0.0008275498,6.497649,10.359856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
510,719342,7.500597476958001,5.5874347686756,-85.1926574707,0.04036497,0.0014020544,0.00092208944,28.789873,43.775547,7.500597476958001,7.500597476958001,-85.1926574707,0.040596433,0.0013034553,0.0008837767,31.145243,45.93517,7.5427031517011995,7.5427031517011995,-85.01334381104,0.043514818,0.0012582039,0.0008721802,34.58487,49.892002,7.5427031517011995,7.5427031517011995,-85.01334381104,0.043580275,0.001173349,0.00084114517,37.141785,51.810646,7.609970092773601,7.609970092773601,-83.86206054688,0.045827594,0.0012394398,0.00086938223,36.97444,52.712826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
511,720116,7.5292248725892,5.5906109809884,-86.209815979,0.21783091,0.0033035842,0.0023658993,65.93775,92.07108,7.5292248725892,7.5292248725892,-86.209815979,0.21214826,0.0051842905,0.0032154792,40.921368,65.97719,7.5292248725892,7.5292248725892,-86.209815979,0.21835871,0.004535081,0.002468255,48.148804,88.466835,7.5292248725892,7.5292248725892,-86.209815979,0.22167161,0.0029722967,0.001997881,74.57923,110.953354,7.5292243957512,7.5292243957512,-86.209815979,0.22235736,0.0028514722,0.0018296286,77.97984,121.53142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
512,720177,7.534288883210399,5.5177040100095995,-86.23047637939,0.010186798,0.0010538881,0.00073701097,9.665919,13.821773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
513,721478,7.496705055236401,5.5633916854872,-85.83236694336,0.009241102,0.0022183724,0.0012377214,4.165713,7.4662213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
514,721509,7.562889575956801,5.5828447341912,-84.30605316162,0.03896818,0.0018852819,0.0012739281,20.669683,30.588995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
515,721517,7.5025124549856,5.6012802124032,-86.30400848389,0.030777872,0.0016114159,0.000994199,19.099894,30.957457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
516,722749,7.5223178863524,5.568421840668,-86.71636962891,0.14795944,0.003205872,0.0021688405,46.152637,68.22053,7.5223178863524,7.5223178863524,-86.71636962891,0.14695048,0.0035046313,0.0023036622,41.930367,63.789944,7.5223178863524,7.5223178863524,-86.71636962891,0.15529013,0.0031554077,0.001984825,49.213966,78.2387,7.5223178863524,7.5223178863524,-86.71636962891,0.15663774,0.00258558,0.0016812074,60.581276,93.16979,7.5223178863524,7.5223178863524,-86.71636962891,0.15669523,0.0026013674,0.0016739878,60.235718,93.60596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
517,723654,7.686059951782799,5.5509696006768,-85.33219146729,0.028458778,0.0017056486,0.0011077218,16.685019,25.691267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
518,724889,7.582628250122401,5.4800467491132,-84.76693725586,0.012211742,0.0014294222,0.0009890611,8.543132,12.346803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
519,725400,7.6163220405576,5.3935551643356,-86.98184204102,0.027189575,0.0018565309,0.0012391304,14.645367,21.942465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
520,728443,7.499951362609201,5.4845714569104,-86.14618682861,0.13932432,0.002805164,0.0017580014,49.667084,79.25154,7.499951362609201,7.499951362609201,-86.14618682861,0.13992111,0.0025753619,0.0017384934,54.33066,80.484116,7.499951362609201,7.499951362609201,-86.14618682861,0.14398357,0.002230882,0.0014125016,64.5411,101.93516,7.499951362609201,7.499951362609201,-86.14618682861,0.14578629,0.0017928065,0.0012601848,81.31735,115.68643,7.499951362609201,7.499951362609201,-86.14618682861,0.1459623,0.001808077,0.0012637532,80.72792,115.499054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
521,728967,7.6519002914424,5.4211130142228,-86.5764541626,0.014485793,0.0012895532,0.00089006824,11.233188,16.274923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
522,729792,7.5451202392572005,5.5289130210864,-85.37229919434,0.016854363,0.001192209,0.00072653056,14.137088,23.198421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
523,730452,7.567624092103199,5.541758060454,-86.13883209229,0.006147175,0.0016103894,0.0010012822,3.8171978,6.139303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
524,731606,7.6226720809932,5.5063223838791995,-86.82934570312,0.03657343,0.0016933333,0.001045916,21.598482,34.967846,7.6226720809932,7.6226720809932,-86.82934570312,0.036829054,0.0014523426,0.0009304348,25.35838,39.582626,7.4887485504156,7.4887485504156,-88.24590301514,0.04350488,0.0015179951,0.0010430237,28.659431,41.710346,7.4887485504156,7.4887485504156,-88.24590301514,0.04375003,0.0013326901,0.00096546987,32.828358,45.314754,7.4485354423536005,7.4485354423536005,-89.38173675537,0.048079364,0.0015737922,0.0011664275,30.550009,41.219334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
525,733033,7.6221632957472005,5.442683696748,-86.17288208008,0.02050322,0.0016022773,0.0010229556,12.796299,20.043118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
526,737787,7.650376796721599,5.4221200943004,-87.57025146484,0.14867112,0.004628291,0.003061433,32.12225,48.56259,7.650376796721599,7.650376796721599,-87.57025146484,0.14840631,0.004403084,0.0030279951,33.705082,49.01141,7.650376796721599,7.650376796721599,-87.57025146484,0.15365762,0.004524406,0.0029165815,33.96194,52.68415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
527,738167,7.629660129546,5.418066024781201,-87.69097137451,0.0050376514,0.0016409612,0.0010808127,3.0699394,4.660985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
528,G304.8872+00.6356,7.444993972777199,5.6082224845872,-86.77606201172,0.29050446,0.003856734,0.002504264,75.32396,116.00393,7.444993972777199,7.444993972777199,-86.77606201172,0.29050446,0.003856734,0.002504264,75.32396,116.00393,7.4449944496152,7.4449944496152,-86.77607727051,0.29882833,0.0027314657,0.0015635465,109.40219,191.12213,7.4449944496152,7.4449944496152,-86.77607727051,0.30286357,0.0019386756,0.0012942901,156.2219,233.99976,7.4449944496152,7.4449944496152,-86.77606964111,0.3029615,0.0019453658,0.0012928613,155.73497,234.3341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
529,G305.1940-00.0051,7.493277072906001,5.6893157958996,-84.43359375,0.3322251,0.005322561,0.0037716313,62.41828,88.08526,7.493277072906001,7.493277072906001,-84.43359375,0.33147535,0.0058342656,0.0040287278,56.815266,82.27792,7.493277072906001,7.493277072906001,-84.43359375,0.3468014,0.0047588428,0.0031886096,72.87515,108.76258,7.493277072906001,7.493277072906001,-84.43359375,0.34772316,0.0037708548,0.0028342472,92.21335,122.68625,7.493276596068,7.493276596068,-84.43359375,0.34790638,0.0037377945,0.0027938946,93.07799,124.5238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
530,G305.2017+00.2072A,7.4629197120672,5.6499733924847995,-85.58020782471,0.7291858,0.016423717,0.010773027,44.398342,67.68625,7.4629197120672,7.4629197120672,-85.58020782471,0.7252598,0.019726636,0.012629652,36.765507,57.42516,7.4629197120672,7.4629197120672,-85.58020782471,0.7528607,0.014390773,0.008012952,52.315517,93.955475,7.4629197120672,7.4629197120672,-85.58020782471,0.759021,0.01019412,0.0065550874,74.45674,115.79113,7.4629201889051995,7.4629201889051995,-85.58020019531,0.7576493,0.010044843,0.006377245,75.4267,118.805115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
531,G305.5393+00.3394,7.442258358002401,5.6090393066412,-83.16533660889,0.07425105,0.0036825526,0.0023283735,20.16293,31.889664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
532,G309.9796+00.5496,7.4756565093996,5.5029077529912005,-84.2219619751,0.051381968,0.0029589918,0.001897614,17.364687,27.077145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
533,G310.0135+00.3892,7.4946961402884,5.5098733901976,-84.69165802002,0.5207255,0.0060666464,0.003997541,85.83416,130.26144,7.4946961402884,7.4946961402884,-84.69165802002,0.52113175,0.0058895345,0.003888022,88.48437,134.03519,7.4946966171264,7.4946966171264,-84.69165802002,0.5331303,0.0053452635,0.0035198685,99.73882,151.46313,7.4946966171264,7.4946966171264,-84.69165802002,0.53440315,0.0042278133,0.0029527121,126.40179,180.98721,7.4946966171264,7.4946966171264,-84.69165802002,0.53450364,0.004260175,0.0029674876,125.46519,180.11992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
534,G311.4402+00.4243,7.5518732070936,5.4550886154192,-84.47451019287,0.02877402,0.0015683348,0.0009862198,18.34686,29.17607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
535,G311.5131-00.4532,7.537497043608001,5.5460739135744,-85.74349975586,0.13433994,0.0029515345,0.0019335125,45.51529,69.47974,7.537497043608001,7.537497043608001,-85.74349975586,0.13412355,0.0035399743,0.00206965,37.888283,64.80494,7.537497043608001,7.537497043608001,-85.74349975586,0.13952217,0.0032897864,0.0019848605,42.410706,70.29318,7.537497043608001,7.537497043608001,-85.74349975586,0.14013788,0.0031325899,0.0019107832,44.73547,73.340546,7.537497520445999,7.537497520445999,-85.74349212646,0.1403571,0.003173158,0.0019352228,44.232624,72.527626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
536,G311.5671+00.3189,7.534669399261201,5.4548411369328,-83.90384674072,0.03773262,0.0022777815,0.0014649971,16.565514,25.756105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
537,G314.3197+00.1125,7.664775848388,5.422953128814,-86.49784088135,0.1521227,0.0038954422,0.0025855186,39.05146,58.836437,7.664775848388,7.664775848388,-86.49784088135,0.15174682,0.0040630805,0.0026575977,37.34773,57.099247,7.664775848388,7.664775848388,-86.49784088135,0.15741028,0.0038167983,0.0024248743,41.241444,64.91482,7.664775848388,7.664775848388,-86.49784088135,0.15821603,0.0031509213,0.0021154054,50.212624,74.7923,7.664775848388,7.664775848388,-86.49784088135,0.15832639,0.003098629,0.0020754447,51.095627,76.28552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
538,48727,8.1070508956896,4.3801593780528,-70.38165283203,0.038959548,0.005662581,0.0027054604,6.880175,14.400339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
539,49143,8.131942749023999,4.371075153349199,-70.6142578125,0.011056597,0.0027620264,0.0017034665,4.0030746,6.4906454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
540,51554,8.1879034042368,4.345411777495199,-71.64135742188,0.019803245,0.0052739396,0.0028943622,3.7549245,6.842006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
541,58529,7.8050618171676,4.336668491364,-68.62927246094,0.14778368,0.02589119,0.016542109,5.7078753,8.933787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
